COUNTRY_REGION,DECADE,VALUE_HFA_33,VALUE_HFA_36,VALUE_HFA_39,VALUE_HFA_43,VALUE_HFA_426
ALB,2020,5332.16,,,,
ALB,2020,6494.39,98.45,,,
AND,2020,37416.7,,,,
AND,2020,43047.69,,,,
ARM,2020,4266.02,99.79,46.52,,
ARM,2020,4670.01,,,,
AUT,2020,48588.66,,,81.49,
AUT,2020,53267.93,,,81.42,
AZE,2020,4229.91,,,,
AZE,2020,5384.03,,,,
BEL,2020,45189.37,,,,
BEL,2020,51767.79,,,,
BGR,2020,10079.2,,26.05,73.63,
BGR,2020,11634.97,98.42,,,
BIH,2020,6082.37,,13.69,,
BIH,2020,6916.44,98.1,,,
BLR,2020,6555.43,,,,
BLR,2020,7303.7,,,,
CARINFONET,2020,3908.11,,,,
CHE,2020,87100.41,,,,
CHE,2020,93457.44,,,,
CIS,2020,7156.54,,,,
CYP,2020,27681.57,,40.12,82.35,
CYP,2020,30798.48,99.36,,,
CZE,2020,22933.5,,,78.37,
CZE,2020,26378.5,,,77.28,
DEU,2020,46252.69,,39.53,81.24,
DEU,2020,50801.79,,,,
DNK,2020,61063.32,,38.02,81.85,
DNK,2020,67803.05,,,,
ESP,2020,27056.42,98.59,33.54,82.44,
ESP,2020,30115.71,,,83.41,
EST,2020,23054.36,,48.59,,
EST,2020,27280.66,99.87,,,
EU_AFTER_MAY2004,2020,16257.35,,,76.67,
EU_BEFORE_MAY2004,2020,39786.47,,,82.02,
EU_MEMBERS,2020,33937.66,,,81,
EU_BEFORE_FEB2020,2020,34871.67,,,80.94,
FIN,2020,49160.84,,,82.14,
FIN,2020,53982.61,,,,
FRA,2020,39037.12,,,,
FRA,2020,43518.54,,,,
GBR,2020,41098.08,,,80.52,
GBR,2020,47334.36,,,,
GEO,2020,4255.74,,,73.36,
GEO,2020,5042.39,,,71.44,
GRC,2020,17647.23,,34.83,81.46,
GRC,2020,20276.54,,,,
HRV,2020,14132.49,,,77.89,
HRV,2020,17398.77,99.45,,,
HUN,2020,16075.97,,31.76,,
HUN,2020,18772.67,99.1,,,
IRL,2020,85422.54,,,,
IRL,2020,99152.1,,,,
ISL,2020,59264.03,,46.07,83.25,
ISL,2020,68383.77,,,83.32,
ISR,2020,44177.57,,,83.07,
ISR,2020,51430.08,,,,
ITA,2020,31834.97,,17.14,,
ITA,2020,35551.28,,,,
KAZ,2020,9121.64,99.8,,71.43,
KAZ,2020,10041.49,,,70.27,
KGZ,2020,1182.52,,,,
KGZ,2020,1276.24,,,,
LTU,2020,20232.3,,58.04,75.18,
LTU,2020,23433.39,99.83,,74.29,
LUX,2020,116356.16,,,83.12,
LUX,2020,135682.79,,,83.64,
LVA,2020,17703.95,,,75.73,
LVA,2020,20642.17,99.89,,73.43,
MCO,2020,173688.19,,,,
MDA,2020,4525.76,,,,
MDA,2020,5314.53,99.6,,,
MKD,2020,5846.47,,21.96,74.39,
MKD,2020,6720.9,,,73.08,
MLT,2020,28946.46,,32.73,,
MLT,2020,33257.42,94.94,,,
MNE,2020,7694.63,,,,
MNE,2020,9367.02,98.98,,,
NLD,2020,52396.03,,36.96,81.84,
NLD,2020,58061,,,,
NOR,2020,67329.68,,,,
NOR,2020,89202.75,,,,
NORDIC,2020,56566.69,,,82.41,
POL,2020,15742.45,,31.48,76.65,
POL,2020,17840.92,99.8,,,
PRT,2020,22194.57,,23.11,,
PRT,2020,24262.18,96.78,,,
ROU,2020,12956.57,,,,
ROU,2020,14861.91,98.9,,,
RUS,2020,10161.98,99.7,,,
RUS,2020,12172.79,,,,
SEEHN,2020,15264.19,,,,
SMALL,2020,46333.1,,,,
SMR,2020,45515.76,,,,
SRB,2020,7730.69,,,74.48,
SRB,2020,9214.99,,,72.81,
SVK,2020,19266.51,,,,
SVK,2020,21087.85,,,,
SVN,2020,25489.5,,,80.67,
SVN,2020,29200.82,,,,
SWE,2020,52300.21,,,,
SWE,2020,60238.99,,,,
TJK,2020,852.83,,,,
TJK,2020,897.09,,,,
TUR,2020,8536.43,,,,
TUR,2020,9586.61,,,,
UKR,2020,3751.74,,,,
UKR,2020,4835.57,100,,,
UZB,2020,1749.66,,,,
UZB,2020,1983.06,100,,,
WESTERN_BALKANS,2020,6698.48,,,,
WHO_EURO,2020,24018.76,,,,
ALB,2010,4094.35,,,,4.88
ALB,2010,4437.14,96.85,12,,5.03
ALB,2010,4247.63,97.25,,,4.43
ALB,2010,4413.06,,,,4.28
ALB,2010,4578.63,,,,4.1
ALB,2010,3952.8,,,,4.33
ALB,2010,4124.06,,,,4.38
ALB,2010,4531.02,,,,4.39
ALB,2010,5287.66,98.14,,,4.44
ALB,2010,5396.22,,,,4.4
AND,2010,40849.76,,,,10.53
AND,2010,43333.97,,,,10.46
AND,2010,38684.57,,,,10.33
AND,2010,39538.36,,,,10.06
AND,2010,41302.38,,32.68,,9.88
AND,2010,35770.92,,32.42,,11.02
AND,2010,37474.75,,32.23,,11.18
AND,2010,38964.66,,,,11.18
AND,2010,41793.32,,,,10.72
AND,2010,40898.42,,,,10.99
ARM,2010,3218.38,,,,4.23
ARM,2010,3525.81,99.74,46.96,,4.07
ARM,2010,3681.84,,,74.64,3.89
ARM,2010,3838.17,,,75.17,3.92
ARM,2010,3986.23,,,75.18,4.22
ARM,2010,3607.29,,50.56,75.17,4.04
ARM,2010,3591.83,99.74,,,3.83
ARM,2010,3914.53,99.74,46.73,75.98,3.83
ARM,2010,4220.54,,,76.67,3.69
ARM,2010,4604.65,,,76.75,3.77
AUT,2010,46903.76,,26.17,80.88,12.1
AUT,2010,51442.28,,26.34,81.27,11.9
AUT,2010,48564.92,,26.99,81.19,12.1
AUT,2010,50731.13,,27.83,81.4,12.1
AUT,2010,51786.38,,27.98,81.79,12.4
AUT,2010,44195.82,,29.14,81.45,11.6
AUT,2010,45307.59,,29.98,81.93,11.7
AUT,2010,47429.16,,30.63,81.87,11.6
AUT,2010,51486.58,,,81.91,11.6
AUT,2010,50114.4,,32.12,82.16,11.9
AZE,2010,5843.53,99.77,29.97,,0.99
AZE,2010,7189.69,99.78,30,,0.6
AZE,2010,7496.29,99.78,30.04,,0.52
AZE,2010,7875.76,99.79,30.04,,0.52
AZE,2010,7891.31,99.79,30.06,,0.36
AZE,2010,5500.31,99.79,30.04,,0.51
AZE,2010,3880.74,99.79,30.09,,0.39
AZE,2010,4147.09,99.79,30.06,,0.44
AZE,2010,4739.84,,30.06,,0.88
AZE,2010,4805.75,99.8,30.02,,1.38
BEL,2010,44184.95,,31.74,80.3,10.27
BEL,2010,47410.57,,32.16,80.66,10.14
BEL,2010,44670.56,,32.71,80.51,10.09
BEL,2010,46757.95,,32.99,80.79,10.33
BEL,2010,47764.07,,32.8,81.51,10.57
BEL,2010,41008.3,,33.26,81.19,10.36
BEL,2010,42012.62,,33.76,81.65,9.42
BEL,2010,44198.48,,36.38,81.7,9.3
BEL,2010,47549.21,,,81.81,9.22
BEL,2010,46599.11,,37.07,,9.15
BGR,2010,6853,,,73.81,9.82
BGR,2010,7849.17,98.35,,74.23,9.88
BGR,2010,7432.48,,21.51,74.44,10.88
BGR,2010,7681.93,,22.92,74.96,10.32
BGR,2010,7901.79,,24.06,74.57,10.3
BGR,2010,7074.68,,24.47,74.71,10.89
BGR,2010,7569.48,,24.63,74.94,11.13
BGR,2010,8366.29,,24.71,74.88,10.93
BGR,2010,9446.7,,,75.02,11.53
BGR,2010,9879.27,,,75.19,11.18
BIH,2010,4635.51,,9.23,,4.57
BIH,2010,5092.55,98.14,9.85,76.66,4.71
BIH,2010,4777.07,,,,4.83
BIH,2010,5129.66,96.99,,,4.69
BIH,2010,5330.36,,11.3,77.54,4.69
BIH,2010,4729.69,,11.47,,4.9
BIH,2010,4994.97,,11.88,76.28,5.04
BIH,2010,5394.27,,,,5.25
BIH,2010,6070.35,,11.86,,5.44
BIH,2010,6119.76,,,,5.46
BLR,2010,6033.69,,,70.52,14.43
BLR,2010,6527.17,,,70.77,14.5
BLR,2010,6953.13,,,,13.56
BLR,2010,7998.13,,,72.8,12.58
BLR,2010,8341.4,,,73.37,11.29
BLR,2010,5967.05,,,,9.79
BLR,2010,5039.68,,,,9.74
BLR,2010,5785.67,,,,9.76
BLR,2010,6360.06,99.76,,74.6,10.08
BLR,2010,6837.72,99.87,73.77,,10.57
CARINFONET,2010,3667.05,,,71.53,2.65
CARINFONET,2010,4582.22,,,71.71,2.49
CARINFONET,2010,4970.34,,,71.99,2.69
CARINFONET,2010,5484.89,,,72.47,2.73
CARINFONET,2010,5413.32,99.8,,72.69,2.97
CARINFONET,2010,4702.9,,,72.96,2.88
CARINFONET,2010,3928.29,,,73.28,2.85
CARINFONET,2010,3951.57,,,,2.99
CARINFONET,2010,3982.91,99.9,,,2.9
CARINFONET,2010,4121.74,,,,2.75
CHE,2010,77117.13,,38.16,82.82,10.01
CHE,2010,91254.03,,38.7,83,9.99
CHE,2010,86547.67,,37.76,82.98,9.87
CHE,2010,88109.49,,,83.08,9.74
CHE,2010,89684.71,,,,9.62
CHE,2010,84776.14,,,83.18,9.62
CHE,2010,83073.28,,,83.88,9.28
CHE,2010,83352.09,,,83.82,9.16
CHE,2010,86388.4,,,84.01,9.17
CHE,2010,85334.52,,,84.21,9.41
CIS,2010,7317.78,,,70.09,8.13
CIS,2010,9557.29,,,70.81,8.2
CIS,2010,10285.73,,,71.16,8.06
CIS,2010,10748.44,,,71.6,7.64
CIS,2010,9626.33,,,71.83,6.99
CIS,2010,6669.67,,,72.21,6.24
CIS,2010,6099.36,,,,5.99
CIS,2010,7259.77,,,,5.64
CIS,2010,7667.33,,,,5.75
CIS,2010,7926.96,,,,5.78
CYP,2010,31023.64,,32.55,82.2,11.33
CYP,2010,32396.39,98.68,34.04,81.92,10.71
CYP,2010,28912.16,,35.67,81.77,10.58
CYP,2010,27729.19,,35.75,82.55,9.07
CYP,2010,27163.33,,37.22,82.39,9.63
CYP,2010,23408.34,,36.9,81.67,9.59
CYP,2010,24605.92,,38.24,82.74,9.59
CYP,2010,26608.88,,,82.1,9.59
CYP,2010,29334.11,,39.17,82.72,9.59
CYP,2010,29206.08,,,82.25,9.59
CZE,2010,19960.07,,,77.81,12.68
CZE,2010,21871.27,,,78.06,12.56
CZE,2010,19870.8,,19.01,78.24,12.83
CZE,2010,20133.17,,19.96,78.4,12.54
CZE,2010,19890.92,,18.97,79.02,12.75
CZE,2010,17829.7,,19.53,78.77,12.76
CZE,2010,18575.23,,20.24,79.25,12.92
CZE,2010,20636.2,,,79.16,12.73
CZE,2010,23419.74,,,79.21,12.73
CZE,2010,23660.15,,,79.45,12.73
DEU,2010,41572.46,,30.26,80.63,11.58
DEU,2010,46705.9,,31.15,80.95,11.33
DEU,2010,43855.85,,31.79,81.08,11.32
DEU,2010,46298.92,,32.33,80.71,11.08
DEU,2010,48023.87,,33.42,81.26,11.07
DEU,2010,41103.26,,34.41,80.85,11.06
DEU,2010,42136.12,,35.65,81.17,10.96
DEU,2010,44652.59,,,81.2,10.86
DEU,2010,47973.61,,35.59,79,10.88
DEU,2010,46794.9,,,81.46,10.56
DNK,2010,58041.4,,,79.52,10.27
DNK,2010,61753.65,,,80.07,10.45
DNK,2010,58507.51,,32.28,80.39,9.23
DNK,2010,61191.19,,32.97,80.56,9.44
DNK,2010,62548.98,,33.29,80.99,9.55
DNK,2010,53254.86,,34.88,81.03,9.42
DNK,2010,54664,,35.76,81.17,9.51
DNK,2010,57610.1,,,81.38,9.3
DNK,2010,61591.93,,37.12,81.23,9.32
DNK,2010,59775.74,,,81.76,9.16
ESP,2010,30532.48,97.75,25.7,82.32,8.94
ESP,2010,31677.9,97.78,26.51,82.45,8.74
ESP,2010,28322.81,97.89,26.97,82.56,8.6
ESP,2010,29067.81,98.08,,83.22,8.55
ESP,2010,29500.79,98.09,28.98,83.35,7.85
ESP,2010,25742.37,98.14,29.29,82.97,10.35
ESP,2010,26523.35,98.25,29.84,83.49,10.81
ESP,2010,28170.17,,,83.38,10.85
ESP,2010,30364.58,98.44,31.16,83.49,10.39
ESP,2010,29554.49,,,83.96,10.73
EST,2010,14663.04,,,76.11,14.97
EST,2010,17487.8,99.89,,76.69,16.27
EST,2010,17403.21,,,76.75,16.96
EST,2010,19056,,,77.43,17.75
EST,2010,20261.07,,,77.47,17.29
EST,2010,17402.04,,,78.02,16.72
EST,2010,18295.34,,,78.12,15.61
EST,2010,20437.77,,38.78,,13.08
EST,2010,23063.56,,40.29,,10.81
EST,2010,23397.88,,,,11.65
EU_AFTER_MAY2004,2010,12752.3,,21.5,75.7,10.54
EU_AFTER_MAY2004,2010,14038.34,99.2,22.4,76.15,10.65
EU_AFTER_MAY2004,2010,13133.62,,,76.28,10.72
EU_AFTER_MAY2004,2010,13781.67,,,76.62,10.77
EU_AFTER_MAY2004,2010,14332.78,,,77,10.69
EU_AFTER_MAY2004,2010,12672.08,,,76.88,10.73
EU_AFTER_MAY2004,2010,12986.14,,,77.27,10.75
EU_AFTER_MAY2004,2010,14330.09,,,77.2,10.73
EU_AFTER_MAY2004,2010,16122.23,,,77.27,10.96
EU_AFTER_MAY2004,2010,16413.13,,,77.52,11.1
EU_BEFORE_MAY2004,2010,39386.66,,26.5,81.36,10.07
EU_BEFORE_MAY2004,2010,42568.26,,26.8,81.64,9.93
EU_BEFORE_MAY2004,2010,39965.71,,28,81.64,9.87
EU_BEFORE_MAY2004,2010,41467.4,,,81.83,9.67
EU_BEFORE_MAY2004,2010,42776.53,,,82.23,9.69
EU_BEFORE_MAY2004,2010,37488.06,,,81.92,9.86
EU_BEFORE_MAY2004,2010,37510.24,,,82.21,9.86
EU_BEFORE_MAY2004,2010,39112.54,,,82.19,9.9
EU_BEFORE_MAY2004,2010,41982.44,,,81.79,9.86
EU_BEFORE_MAY2004,2010,41058.65,,,82.53,9.8
EU_MEMBERS,2010,32875.53,,24.3,80.07,10.19
EU_MEMBERS,2010,35694.19,,24.9,80.37,10.12
EU_MEMBERS,2010,33106.42,,,80.43,10.13
EU_MEMBERS,2010,34422.86,,,80.69,9.97
EU_MEMBERS,2010,35247.56,,,81.1,9.96
EU_MEMBERS,2010,30437.63,,,80.84,10.1
EU_MEMBERS,2010,31122.08,,,81.18,10.1
EU_MEMBERS,2010,32879.77,,,81.13,10.1
EU_MEMBERS,2010,35506.06,,,80.83,10.1
EU_MEMBERS,2010,34834.05,,,81.47,10.11
EU_BEFORE_FEB2020,2010,33717.76,,25.4,80.16,10.17
EU_BEFORE_FEB2020,2010,36516.36,,25.9,80.47,10.08
EU_BEFORE_FEB2020,2010,34313.85,,,80.52,10.05
EU_BEFORE_FEB2020,2010,35598.79,,,80.75,9.9
EU_BEFORE_FEB2020,2010,36846.98,,,81.15,9.9
EU_BEFORE_FEB2020,2010,32352.53,,,80.88,10.04
EU_BEFORE_FEB2020,2010,32456.32,,,81.2,10.05
EU_BEFORE_FEB2020,2010,33911.62,,,81.17,10.07
EU_BEFORE_FEB2020,2010,36563.69,,,80.86,10.09
EU_BEFORE_FEB2020,2010,35902.89,,,81.51,10.07
FIN,2010,46505.3,,,80.34,9.72
FIN,2010,51148.93,,,80.76,9.81
FIN,2010,47708.06,,,80.83,9.27
FIN,2010,49892.22,,34.35,81.24,9.08
FIN,2010,50327.24,,34.82,81.35,8.76
FIN,2010,42801.91,,35.1,,8.52
FIN,2010,43814.03,,,81.62,8.44
FIN,2010,46412.14,,36.2,81.86,8.37
FIN,2010,49988.91,,,81.93,8.37
FIN,2010,48628.64,,37.57,82.22,8.23
FRA,2010,40677.99,,24.52,81.97,12.3
FRA,2010,43848.11,,25.22,82.41,12.35
FRA,2010,40872.36,,26.06,82.32,12.22
FRA,2010,42605.04,,27.37,82.61,11.73
FRA,2010,43068.55,,28.66,83.14,12.07
FRA,2010,36652.92,,30.5,,11.87
FRA,2010,37062.53,,29.62,,11.74
FRA,2010,38781.05,,30.23,82.95,11.69
FRA,2010,41592.8,,,,11.24
FRA,2010,40578.64,,32.3,,11.44
GBR,2010,39688.61,,33.81,80.78,10.01
GBR,2010,42284.88,,33.06,81.21,9.8
GBR,2010,42686.8,,36.95,81.12,9.53
GBR,2010,43713.81,,,81.16,9.42
GBR,2010,47787.24,,,81.47,9.45
GBR,2010,45404.57,,,81.11,9.59
GBR,2010,41499.56,,,81.31,9.69
GBR,2010,40857.76,,,81.42,9.88
GBR,2010,43646.95,,,81.08,10.01
GBR,2010,43070.5,,,81.79,9.8
GEO,2010,3233.3,,,74.74,7.72
GEO,2010,4021.74,,,74.56,8.29
GEO,2010,4421.82,,49.67,74.55,7.23
GEO,2010,4623.75,,,75.36,6.76
GEO,2010,4739.19,99.59,49.41,73.08,6.49
GEO,2010,4014.19,,,73.04,6.95
GEO,2010,4062.17,,51.03,72.76,6.85
GEO,2010,4357,99.36,59.24,73.56,6.88
GEO,2010,4722.04,,,74,7.25
GEO,2010,4696.15,99.56,57,74.09,7.45
GRC,2010,26716.65,,26.84,80.69,8.33
GRC,2010,25483.88,97.13,,80.9,7.48
GRC,2010,21913,,,80.82,7.62
GRC,2010,21787.79,,,,7.55
GRC,2010,21616.71,,29.77,81.56,7.06
GRC,2010,18083.88,,30.48,81.1,6.68
GRC,2010,17923.97,,26.7,81.51,6.68
GRC,2010,18582.09,,,81.44,6.67
GRC,2010,19756.99,97.94,,81.94,6.45
GRC,2010,19133.76,,,81.76,6.33
HRV,2010,14067.52,,,76.86,10.71
HRV,2010,14757.18,99.13,18.29,77.26,11.01
HRV,2010,13401.66,,,77.38,10.58
HRV,2010,13837.73,,,77.85,10.39
HRV,2010,13762.37,,,78,9.5
HRV,2010,11933.38,,,77.52,9.64
HRV,2010,12527.74,,,78.27,10
HRV,2010,13629.29,,,78.05,9.7
HRV,2010,15227.56,,,,9.63
HRV,2010,15311.77,,,78.63,9.64
HUN,2010,13223.08,,18.99,74.78,10.7
HUN,2010,14240.26,,21.68,75.15,11.37
HUN,2010,12989.18,,22.85,75.33,11.13
HUN,2010,13719.95,,29.02,75.81,10.73
HUN,2010,14298.83,99.1,28.21,76.02,10.92
HUN,2010,12720.71,,28.74,76.01,10.95
HUN,2010,13107.38,,28.51,76.33,11.28
HUN,2010,14623.7,,,76.12,10.79
HUN,2010,16427.37,,,76.31,10.79
HUN,2010,16735.66,,,76.58,10.79
IRL,2010,48655.37,,44.25,80.8,11.57
IRL,2010,52177.11,,37.79,80.86,11.49
IRL,2010,49026.02,,,80.93,11.38
IRL,2010,51533.03,,,81.12,10.51
IRL,2010,55599.85,,,,10.88
IRL,2010,62012.48,,,81.58,10.81
IRL,2010,62861.64,,,,11.3
IRL,2010,69774.03,,42.95,,11.13
IRL,2010,79107.6,,,82.25,11.15
IRL,2010,80886.62,,,,10.91
ISL,2010,43237.07,,,82.02,6.79
ISL,2010,47714.59,,,82.54,6.84
ISL,2010,45995.55,,,83.12,6.82
ISL,2010,49804.98,,,82.24,6.8
ISL,2010,54576.74,,,83.04,7.01
ISL,2010,52951.68,,,82.66,7.66
ISL,2010,61987.93,,,82.37,7.49
ISL,2010,72010.15,,,82.81,7.75
ISL,2010,74469.8,,,82.98,7.72
ISL,2010,68941.46,,46.31,83.28,7.72
ISR,2010,30780.02,,43.25,82.23,2.78
ISR,2010,33775.51,,44.08,82.33,2.81
ISR,2010,32667.61,,,82.27,2.89
ISR,2010,36499.46,,,82.67,2.9
ISR,2010,37847.65,,,82.79,2.71
ISR,2010,35808.44,,,82.58,2.74
ISR,2010,37330.26,,,82.95,2.72
ISR,2010,40774.13,,,83.12,2.91
ISR,2010,42063.45,,,83.44,3.04
ISR,2010,43951.25,,,83.37,3.07
ITA,2010,36035.64,,12.78,82.5,6.95
ITA,2010,38649.64,98.85,12.79,82.41,6.98
ITA,2010,35051.52,,13.54,82.39,7.48
ITA,2010,35560.08,,,82.92,7.35
ITA,2010,35565.72,,14.45,83.29,7.56
ITA,2010,30242.39,,14.97,82.76,7.14
ITA,2010,30960.73,,,83.41,7.1
ITA,2010,32406.72,,,83.11,7.37
ITA,2010,34622.17,99.16,,83.44,7.81
ITA,2010,33673.48,99.35,,83.67,7.65
KAZ,2010,9070.49,99.78,,68.61,3.94
KAZ,2010,11634,,,69.2,3.41
KAZ,2010,12386.7,,,69.74,3.73
KAZ,2010,13890.63,,,70.76,3.8
KAZ,2010,12807.26,,,71.6,3.64
KAZ,2010,10510.77,,,72.04,3.33
KAZ,2010,7714.84,,,72.5,3.58
KAZ,2010,9247.58,,,73.09,3.68
KAZ,2010,9812.63,99.78,,73.29,4.16
KAZ,2010,9812.6,,,73.27,3.73
KGZ,2010,880.04,,,69.51,6.02
KGZ,2010,1123.88,,,69.86,5.95
KGZ,2010,1177.97,,,70.25,5.98
KGZ,2010,1282.44,,,70.97,6.03
KGZ,2010,1279.77,,,71.06,6.18
KGZ,2010,1121.08,,,71.75,5.37
KGZ,2010,1120.67,,,72.97,5.32
KGZ,2010,1242.77,,,,4.87
KGZ,2010,1308.14,99.59,,,4.42
KGZ,2010,1374.03,99.6,,,4.02
LTU,2010,11987.51,,48.83,73.32,13.22
LTU,2010,14376.95,99.82,49.65,73.8,14.76
LTU,2010,14367.71,,49.69,74.16,14.97
LTU,2010,15729.65,,49.59,74.19,14.92
LTU,2010,16551.02,,50.89,74.79,14.9
LTU,2010,14263.96,,52.13,74.62,14.2
LTU,2010,15008.31,,53.25,74.97,13.47
LTU,2010,16885.41,,54.64,75.84,12.14
LTU,2010,19186.18,,,76.07,11.77
LTU,2010,19575.77,,,76.62,11.93
LUX,2010,110885.99,,,81.48,11.84
LUX,2010,119025.06,,,81.65,11.74
LUX,2010,112584.68,,,82.18,11.67
LUX,2010,120000.14,,,82.72,11.25
LUX,2010,123678.7,,,83.03,11.42
LUX,2010,105462.01,,69.07,83.08,11.37
LUX,2010,106899.29,,,83.25,11.25
LUX,2010,110193.21,,,83.1,11.18
LUX,2010,117254.74,,,83.57,10.98
LUX,2010,113218.71,,,83.72,11
LVA,2010,11420.99,,32.68,73.16,9.83
LVA,2010,13338.96,99.9,34.32,73.92,10.11
LVA,2010,13847.34,,35.7,74.13,10.2
LVA,2010,15007.49,,37.77,74.42,10.43
LVA,2010,15742.39,,37.66,74.77,10.6
LVA,2010,13786.46,,37.31,75.11,10.8
LVA,2010,14331.75,,38.77,75.25,11.3
LVA,2010,15695.12,,,75.23,12.6
LVA,2010,17865.03,99.89,43.58,75.37,13.2
LVA,2010,17926.84,,48.34,76.01,12.9
MCO,2010,150737.89,,,,
MCO,2010,169016.2,,,,
MCO,2010,157520.22,,,,
MCO,2010,177673.75,,,,
MCO,2010,189432.37,,,,
MCO,2010,165989.51,,,,
MCO,2010,170028.66,,,,
MCO,2010,167517.06,,,,
MCO,2010,185978.61,,,,
MCO,2010,189487.15,,,,
MDA,2010,2437.54,,31.67,69.13,6.92
MDA,2010,2942.25,,32.82,70.96,8.21
MDA,2010,3045.73,99.14,,71.13,8.3
MDA,2010,3322.05,,,72,8.48
MDA,2010,3328.79,99.36,,71.6,7.4
MDA,2010,2732.46,,,71.65,6.76
MDA,2010,2880.44,,,72.32,7.22
MDA,2010,3509.69,,,73.38,7.44
MDA,2010,4230.63,,,73.4,7.45
MDA,2010,4492.11,,,,7.45
MKD,2010,4577.69,,,75.1,3.53
MKD,2010,5098.1,,,75.19,3.52
MKD,2010,4728.31,97.6,,75.01,3.54
MKD,2010,5241.06,,,75.52,3.61
MKD,2010,5495.74,97.8,,,3.56
MKD,2010,4861.55,,,75.52,3.57
MKD,2010,5149.59,,,75.5,3.63
MKD,2010,5450.49,,,76.05,3.77
MKD,2010,6108.74,,,76.74,3.89
MKD,2010,6070.39,,,76.68,3.9
MLT,2010,21799.17,,19.34,81.55,6.99
MLT,2010,23155.55,93.31,19.92,81.06,6.89
MLT,2010,22527.64,,22.44,80.99,7.18
MLT,2010,24771.08,,23.44,81.97,7.32
MLT,2010,26754.27,,23.71,82.24,7.14
MLT,2010,24921.6,,24.07,82.01,7.37
MLT,2010,25624.54,,24.68,82.72,7.59
MLT,2010,28857.02,,,82.47,7.91
MLT,2010,31573.12,94.5,30.14,,7.95
MLT,2010,31185.65,,,,8.07
MNE,2010,6688.48,,,,9.94
MNE,2010,7328.93,98.44,19.57,,9.02
MNE,2010,6586.72,,,,9.37
MNE,2010,7188.86,,,,9.62
MNE,2010,7387.87,,,,8.55
MNE,2010,6517.19,,,,8.49
MNE,2010,7033.44,,,,9.13
MNE,2010,7803.36,,,78.75,9.56
MNE,2010,8850.38,98.85,,,9.87
MNE,2010,8909.89,,,79.3,9.91
NLD,2010,50999.75,,32.19,81.14,9.34
NLD,2010,54230.31,,31.63,81.44,8.95
NLD,2010,50070.14,,32.06,81.33,9
NLD,2010,52198.9,,30.29,81.58,8.59
NLD,2010,52900.54,,30.56,81.98,8.38
NLD,2010,45193.4,,31.21,81.73,8.3
NLD,2010,46039.11,,31.79,81.8,8.29
NLD,2010,48675.22,,,82,8.31
NLD,2010,53044.53,,33.29,82.45,8.33
NLD,2010,52476.27,,,83.07,8.23
NOR,2010,87693.79,,34.21,81.33,6.59
NOR,2010,100600.56,,35.21,81.52,6.44
NOR,2010,101524.14,,,81.66,6.21
NOR,2010,102913.45,,,81.93,6.21
NOR,2010,97019.18,,37.54,82.33,6.06
NOR,2010,74355.52,,38.02,82.5,5.97
NOR,2010,70460.56,,38.78,82.66,6.03
NOR,2010,75496.75,,39.6,,6
NOR,2010,82267.81,,,,6.02
NOR,2010,75719.75,,40.84,,6.05
NORDIC,2010,59213.94,,,80.9,8.34
NORDIC,2010,66480.28,,,81.23,8.34
NORDIC,2010,64266.67,,,81.32,7.89
NORDIC,2010,66802.95,,35.2,81.56,7.92
NORDIC,2010,65717.01,,35.7,81.89,7.8
NORDIC,2010,54596.22,,36.5,81.88,7.69
NORDIC,2010,54633.51,,37.2,82.07,7.71
NORDIC,2010,57575.59,,37.9,82.19,7.6
NORDIC,2010,60819.33,,,82.23,7.67
NORDIC,2010,57815.96,,39.2,82.41,7.57
POL,2010,12613.01,,23.55,76.54,10.07
POL,2010,13879.56,,24.4,76.91,10.24
POL,2010,13097.27,,25.12,76.97,10.21
POL,2010,13696.47,,26,77.21,10.8
POL,2010,14271.31,,27.12,77.89,10.45
POL,2010,12578.5,,,77.64,10.47
POL,2010,12447.44,,28.17,78.11,10.43
POL,2010,13864.68,,,77.95,10.53
POL,2010,15468.48,,,77.95,10.62
POL,2010,15732.2,,,78.14,10.96
PRT,2010,22520.64,,13.16,80.06,11.26
PRT,2010,23217.3,94.48,14.45,80.72,10.86
PRT,2010,20563.71,,15.56,80.61,9.76
PRT,2010,21653.2,,16.31,80.97,9.52
PRT,2010,22103.7,,17.98,81.39,10.2
PRT,2010,19250.11,,18.74,81.35,10.34
PRT,2010,19991.97,,19.56,81.36,10.37
PRT,2010,21490.43,,19.78,81.64,10.37
PRT,2010,23562.55,96.14,19.23,81.54,10.37
PRT,2010,23330.82,,21.44,,10.37
ROU,2010,8214.08,,15.91,73.83,10.01
ROU,2010,9099.22,98.6,16.68,74.6,9.58
ROU,2010,8507.1,,17.1,74.57,9.66
ROU,2010,9547.85,,17.37,75,9.65
ROU,2010,10043.68,,17.23,75.07,9.48
ROU,2010,8969.15,,17.76,75.11,9.45
ROU,2010,9548.59,,17.74,75.37,9.57
ROU,2010,10807.01,,17.74,75.38,10.14
ROU,2010,12398.98,98.84,,75.4,10.96
ROU,2010,12899.35,,18.37,75.67,10.96
RUS,2010,10675,99.68,,69.06,10.82
RUS,2010,14311.08,,,70.03,10.75
RUS,2010,15420.88,,,70.47,10.56
RUS,2010,15974.64,,,70.96,9.77
RUS,2010,14095.65,,,,8.86
RUS,2010,9313.01,,,71.53,8.06
RUS,2010,8704.9,,,,7.73
RUS,2010,10720.33,,,,7.15
