"INDICATOR","HFA_296"

"HFA_296","Selected smoking-related causes, per 100 000, by sex (age-standardized death rate)"

"UNIT_TYPE","Unit"
"DTH_100K","deaths per 100 000"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATE","Rate"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"","SEEHN","ALL","1999","461.37"
"","SEEHN","ALL","2000","449.09"
"","SEEHN","ALL","2001","434.76"
"","SEEHN","ALL","2002","448.14"
"","SEEHN","ALL","2003","443.94"
"","SEEHN","ALL","2004","422.85"
"","SEEHN","ALL","2005","428.94"
"","SEEHN","ALL","2006","411.43"
"","SEEHN","ALL","2007","388.9"
"","SEEHN","ALL","2008","373.91"
"","SEEHN","ALL","2009","363.34"
"","SEEHN","ALL","2010","358.56"
"","SEEHN","ALL","2011","337.72"
"","SEEHN","ALL","2012","332.6"
"","SEEHN","ALL","2013","315.09"
"","SEEHN","ALL","2014","310.76"
"","SEEHN","ALL","2015","307.66"
"","SEEHN","ALL","2016","292.53"
"","SEEHN","ALL","2017","287.42"
"","SEEHN","ALL","2018","281.15"
"","SEEHN","ALL","2019","272.75"
"","SMALL","ALL","1995","197.25"
"","SMALL","ALL","1996","198.65"
"","SMALL","ALL","1997","190.01"
"","SMALL","ALL","1998","185.26"
"","SMALL","ALL","2001","183.09"
"","SMALL","ALL","2002","195.04"
"","SMALL","ALL","2003","204.46"
"","SMALL","ALL","2004","208.71"
"","SMALL","ALL","2005","208.24"
"","SMALL","ALL","2006","203.93"
"","SMALL","ALL","2007","191.93"
"","SMALL","ALL","2008","177.52"
"","SMALL","ALL","2009","172.08"
"","SMALL","ALL","2010","161.4"
"","SMALL","ALL","2011","168.82"
"","SMALL","ALL","2012","163.08"
"","SMALL","ALL","2013","152.25"
"","SMALL","ALL","2014","150.54"
"","SMALL","ALL","2015","149.06"
"","SMALL","ALL","2016","145.32"
"","SMALL","ALL","2017","145.53"
"","SMALL","ALL","2019","126.26"
"SMR","","ALL","1995","100.6"
"SMR","","ALL","1996","96.05"
"SMR","","ALL","1997","121.34"
"SMR","","ALL","1998","87.94"
"SMR","","ALL","1999","133.55"
"SMR","","ALL","2000","94.65"
"SMR","","ALL","2005","114.24"
"SRB","","ALL","1998","382.27"
"SRB","","ALL","1999","381.78"
"SRB","","ALL","2000","394.06"
"SRB","","ALL","2001","372.32"
"SRB","","ALL","2002","379.04"
"SRB","","ALL","2003","382.08"
"SRB","","ALL","2004","367.34"
"SRB","","ALL","2005","390.38"
"SRB","","ALL","2006","377.54"
"SRB","","ALL","2007","360.47"
"SRB","","ALL","2008","353.05"
"SRB","","ALL","2009","350.41"
"SRB","","ALL","2010","332.41"
"SRB","","ALL","2011","303.64"
"SRB","","ALL","2012","299.83"
"SRB","","ALL","2013","277.98"
"SRB","","ALL","2014","268.31"
"SRB","","ALL","2015","265.19"
"SRB","","ALL","2016","249.5"
"SRB","","ALL","2017","248.01"
"SRB","","ALL","2018","241.36"
"SRB","","ALL","2019","231.32"
"SRB","","ALL","2020","223.98"
"SRB","","ALL","2021","215.2"
"SVK","","ALL","1992","440.38"
"SVK","","ALL","1993","433.46"
"SVK","","ALL","1994","480.88"
"SVK","","ALL","1995","473.14"
"SVK","","ALL","1996","450.26"
"SVK","","ALL","1997","444.02"
"SVK","","ALL","1998","459.63"
"SVK","","ALL","1999","444.42"
"SVK","","ALL","2000","455.69"
"SVK","","ALL","2001","452.66"
"SVK","","ALL","2002","439.52"
"SVK","","ALL","2003","447.09"
"SVK","","ALL","2004","430.72"
"SVK","","ALL","2005","416.38"
"SVK","","ALL","2006","382.64"
"SVK","","ALL","2007","421.13"
"SVK","","ALL","2008","442.84"
"SVK","","ALL","2009","426.99"
"SVK","","ALL","2010","416.46"
"SVK","","ALL","2012","354.2"
"SVK","","ALL","2013","344.1"
"SVK","","ALL","2014","322.84"
"SVK","","ALL","2016","308.38"
"SVK","","ALL","2017","305.83"
"SVK","","ALL","2018","283.39"
"SVK","","ALL","2019","267.79"
"SVN","","ALL","1985","347.92"
"SVN","","ALL","1986","305.5"
"SVN","","ALL","1987","305.13"
"SVN","","ALL","1988","291.03"
"SVN","","ALL","1989","305.32"
"SVN","","ALL","1990","340.3"
"SVN","","ALL","1991","356.54"
"SVN","","ALL","1992","361.35"
"SVN","","ALL","1993","359.92"
"SVN","","ALL","1994","343.61"
"SVN","","ALL","1995","310.96"
"SVN","","ALL","1996","305.35"
"SVN","","ALL","1997","303.77"
"SVN","","ALL","1998","301.98"
"SVN","","ALL","1999","292.96"
"SVN","","ALL","2000","268.82"
"SVN","","ALL","2001","261.56"
"SVN","","ALL","2002","247.02"
"SVN","","ALL","2003","251.08"
"SVN","","ALL","2004","226.69"
"SVN","","ALL","2005","215.68"
"SVN","","ALL","2006","189.38"
"SVN","","ALL","2007","191.22"
"SVN","","ALL","2008","195.21"
"SVN","","ALL","2009","192.55"
"SVN","","ALL","2010","185.02"
"SVN","","ALL","2011","177.57"
"SVN","","ALL","2012","174.17"
"SVN","","ALL","2013","162.94"
"SVN","","ALL","2014","160.43"
"SVN","","ALL","2015","164.28"
"SVN","","ALL","2016","155.61"
"SVN","","ALL","2017","156.52"
"SVN","","ALL","2018","150.26"
"SVN","","ALL","2019","142.52"
"SVN","","ALL","2020","137.64"
"SWE","","ALL","1987","325.97"
"SWE","","ALL","1988","322.93"
"SWE","","ALL","1989","294.98"
"SWE","","ALL","1990","299.69"
"SWE","","ALL","1991","294.42"
"SWE","","ALL","1992","284.68"
"SWE","","ALL","1993","282.54"
"SWE","","ALL","1994","265.01"
"SWE","","ALL","1995","264.5"
"SWE","","ALL","1996","255.92"
"SWE","","ALL","1997","159.16"
"SWE","","ALL","1998","157.95"
"SWE","","ALL","1999","238.29"
"SWE","","ALL","2000","228.14"
"SWE","","ALL","2001","223.83"
"SWE","","ALL","2002","221.01"
"SWE","","ALL","2003","213.65"
"SWE","","ALL","2004","202.19"
"SWE","","ALL","2005","195.45"
"SWE","","ALL","2006","189.7"
"SWE","","ALL","2007","181.4"
"SWE","","ALL","2008","179.98"
"SWE","","ALL","2009","169.79"
"SWE","","ALL","2010","162.71"
"SWE","","ALL","2011","157.34"
"SWE","","ALL","2012","153.84"
"SWE","","ALL","2013","146.44"
"SWE","","ALL","2014","139.96"
"SWE","","ALL","2015","136.41"
"SWE","","ALL","2016","131.56"
"SWE","","ALL","2017","126.81"
"SWE","","ALL","2018","121.57"
"TJK","","ALL","1991","457.76"
"TJK","","ALL","1992","462.03"
"TJK","","ALL","1993","490.55"
"TJK","","ALL","1994","510.43"
"TJK","","ALL","1995","474.75"
"TJK","","ALL","1996","410.7"
"TJK","","ALL","1997","346.52"
"TJK","","ALL","1998","331.69"
"TJK","","ALL","1999","364.87"
"TJK","","ALL","2000","381.95"
"TJK","","ALL","2001","380.27"
"TJK","","ALL","2002","439.26"
"TJK","","ALL","2003","415.31"
"TJK","","ALL","2004","385.82"
"TJK","","ALL","2005","371.06"
"TJK","","ALL","2017","296.26"
"TKM","","ALL","1991","786.75"
"TKM","","ALL","1992","797.34"
"TKM","","ALL","1993","902.12"
"TKM","","ALL","1994","904.41"
"TKM","","ALL","1995","766.04"
"TKM","","ALL","1996","775.96"
"TKM","","ALL","1997","632.2"
"TKM","","ALL","1998","588.07"
"TUR","","ALL","2009","232.81"
"TUR","","ALL","2010","231.95"
"TUR","","ALL","2011","233.91"
"TUR","","ALL","2012","213.62"
"TUR","","ALL","2013","255.61"
"TUR","","ALL","2014","262.88"
"TUR","","ALL","2015","261.14"
"TUR","","ALL","2016","259.46"
"TUR","","ALL","2017","248.13"
"TUR","","ALL","2018","229.59"
"TUR","","ALL","2019","215.8"
"UKR","","ALL","1991","637.25"
"UKR","","ALL","1992","654.5"
"UKR","","ALL","1993","736.17"
"UKR","","ALL","1994","779.95"
"UKR","","ALL","1995","806"
"UKR","","ALL","1996","789.06"
"UKR","","ALL","1997","784.65"
"UKR","","ALL","1998","753.51"
"UKR","","ALL","1999","776.28"
"UKR","","ALL","2000","797.29"
"UKR","","ALL","2001","776.01"
"UKR","","ALL","2002","784.27"
"UKR","","ALL","2003","793.77"
"UKR","","ALL","2004","774.79"
"UZB","","ALL","1991","639.34"
"UZB","","ALL","1992","663.17"
"UZB","","ALL","1993","726.87"
"UZB","","ALL","1994","770.96"
"UZB","","ALL","1995","760.36"
"UZB","","ALL","1996","723.37"
"UZB","","ALL","1997","675.04"
"UZB","","ALL","1998","715.93"
"UZB","","ALL","1999","652.19"
"UZB","","ALL","2000","706.08"
"UZB","","ALL","2001","672.39"
"UZB","","ALL","2002","636.66"
"UZB","","ALL","2003","606.95"
"UZB","","ALL","2004","563.7"
"UZB","","ALL","2005","608.56"
"UZB","","ALL","2009","517.18"
"UZB","","ALL","2010","524.78"
"UZB","","ALL","2011","520.72"
"UZB","","ALL","2012","503.56"
"UZB","","ALL","2013","466.77"
"UZB","","ALL","2014","440.63"
"UZB","","ALL","2015","413.7"
"UZB","","ALL","2016","397.98"
"","WESTERN_BALKANS","ALL","1998","345.18"
"","WESTERN_BALKANS","ALL","1999","341.39"
"","WESTERN_BALKANS","ALL","2000","353.92"
"","WESTERN_BALKANS","ALL","2001","326.87"
"","WESTERN_BALKANS","ALL","2002","338.25"
"","WESTERN_BALKANS","ALL","2003","345.23"
"","WESTERN_BALKANS","ALL","2004","333.3"
"","WESTERN_BALKANS","ALL","2005","337.92"
"","WESTERN_BALKANS","ALL","2006","327.26"
"","WESTERN_BALKANS","ALL","2007","311.11"
"","WESTERN_BALKANS","ALL","2008","312.71"
"","WESTERN_BALKANS","ALL","2009","307.55"
"","WESTERN_BALKANS","ALL","2011","283.75"
"","WESTERN_BALKANS","ALL","2016","259.93"
"","WESTERN_BALKANS","ALL","2017","256.19"
"","WESTERN_BALKANS","ALL","2019","243.33"
"","WHO_EURO","ALL","1989","312.07"
"","WHO_EURO","ALL","1990","309.94"
"","WHO_EURO","ALL","1991","311"
"","WHO_EURO","ALL","1992","309.58"
"","WHO_EURO","ALL","1993","321.81"
"","WHO_EURO","ALL","1994","319.2"
"","WHO_EURO","ALL","1995","318.29"
"","WHO_EURO","ALL","1996","310.84"
"","WHO_EURO","ALL","1997","300.68"
"","WHO_EURO","ALL","1998","300"
"","WHO_EURO","ALL","2001","286.24"
"","WHO_EURO","ALL","2002","283.48"
"","WHO_EURO","ALL","2003","280.57"
"","WHO_EURO","ALL","2004","264.26"
"","WHO_EURO","ALL","2005","259.93"
"","WHO_EURO","ALL","2006","248.65"
"","WHO_EURO","ALL","2007","240.04"
"","WHO_EURO","ALL","2008","232.34"
"","WHO_EURO","ALL","2009","225.09"
"","WHO_EURO","ALL","2010","217.95"
"","WHO_EURO","ALL","2013","211.07"
"","WHO_EURO","ALL","2014","206"
"","WHO_EURO","ALL","2015","205.09"
"","WHO_EURO","ALL","2016","201.33"
"","WHO_EURO","ALL","2017","197.51"
"","WHO_EURO","ALL","2018","193.57"
"","WHO_EURO","ALL","2019","188.7"

"Last update","2023.10.04 17:05:50 GMT"
"Description","Selected smoking-related causes, per 100 000, by sex (age-standardized death rate)"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_296?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2024. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
