"INDICATOR","HFA_52"

"HFA_52","Life expectancy at age 45 (years), by sex"

"UNIT_TYPE","Unit"
"YEARS","years"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"POL","","ALL","1969","30.14"
"POL","","ALL","1970","29.93"
"POL","","ALL","1971","29.69"
"POL","","ALL","1972","30.62"
"POL","","ALL","1973","30.39"
"POL","","ALL","1974","30.81"
"POL","","ALL","1975","30.49"
"POL","","ALL","1976","30.3"
"POL","","ALL","1977","30.26"
"POL","","ALL","1978","30.05"
"POL","","ALL","1979","30.31"
"POL","","ALL","1980","29.57"
"POL","","ALL","1981","30.35"
"POL","","ALL","1982","30.35"
"POL","","ALL","1983","30.09"
"POL","","ALL","1984","29.77"
"POL","","ALL","1985","29.38"
"POL","","ALL","1986","29.54"
"POL","","ALL","1987","29.55"
"POL","","ALL","1988","29.85"
"POL","","ALL","1989","29.72"
"POL","","ALL","1990","29.67"
"POL","","ALL","1991","29.33"
"POL","","ALL","1992","29.71"
"POL","","ALL","1993","29.91"
"POL","","ALL","1994","30.19"
"POL","","ALL","1995","30.28"
"POL","","ALL","1996","30.43"
"POL","","ALL","1997","30.66"
"POL","","ALL","1998","30.94"
"POL","","ALL","1999","30.91"
"POL","","ALL","2000","31.41"
"POL","","ALL","2001","31.74"
"POL","","ALL","2002","32.08"
"POL","","ALL","2003","32.05"
"POL","","ALL","2004","32.27"
"POL","","ALL","2005","32.39"
"POL","","ALL","2006","32.6"
"POL","","ALL","2007","32.68"
"POL","","ALL","2008","32.91"
"POL","","ALL","2009","33.04"
"POL","","ALL","2010","33.55"
"POL","","ALL","2011","33.92"
"POL","","ALL","2012","33.9"
"POL","","ALL","2013","34.08"
"POL","","ALL","2014","34.7"
"POL","","ALL","2015","34.39"
"POL","","ALL","2016","34.84"
"POL","","ALL","2017","34.68"
"POL","","ALL","2018","34.75"
"POL","","ALL","2019","34.89"
"POL","","ALL","2020","33.41"
"PRT","","ALL","1971","29.2"
"PRT","","ALL","1972","29.83"
"PRT","","ALL","1973","29.48"
"PRT","","ALL","1974","29.51"
"PRT","","ALL","1975","29.97"
"PRT","","ALL","1976","29.43"
"PRT","","ALL","1977","29.96"
"PRT","","ALL","1978","30.05"
"PRT","","ALL","1979","30.37"
"PRT","","ALL","1980","30.62"
"PRT","","ALL","1981","31.26"
"PRT","","ALL","1982","31.76"
"PRT","","ALL","1983","31.55"
"PRT","","ALL","1984","31.56"
"PRT","","ALL","1985","31.75"
"PRT","","ALL","1986","32.05"
"PRT","","ALL","1987","32.39"
"PRT","","ALL","1988","32.34"
"PRT","","ALL","1989","32.83"
"PRT","","ALL","1990","32.44"
"PRT","","ALL","1991","32.54"
"PRT","","ALL","1992","33.01"
"PRT","","ALL","1993","32.7"
"PRT","","ALL","1994","33.56"
"PRT","","ALL","1995","33.46"
"PRT","","ALL","1996","33.39"
"PRT","","ALL","1997","33.82"
"PRT","","ALL","1998","33.95"
"PRT","","ALL","1999","34.03"
"PRT","","ALL","2000","34.48"
"PRT","","ALL","2001","34.78"
"PRT","","ALL","2002","34.85"
"PRT","","ALL","2003","34.78"
"PRT","","ALL","2004","35.56"
"PRT","","ALL","2007","36.1"
"PRT","","ALL","2008","36.25"
"PRT","","ALL","2009","36.46"
"PRT","","ALL","2010","36.61"
"PRT","","ALL","2011","37.21"
"PRT","","ALL","2012","37.05"
"PRT","","ALL","2013","37.3"
"PRT","","ALL","2014","37.68"
"PRT","","ALL","2015","37.59"
"PRT","","ALL","2016","37.58"
"PRT","","ALL","2017","37.87"
"PRT","","ALL","2018","37.8"
"ROU","","ALL","1969","29.26"
"ROU","","ALL","1970","29.73"
"ROU","","ALL","1971","29.67"
"ROU","","ALL","1972","30.07"
"ROU","","ALL","1973","29.41"
"ROU","","ALL","1974","30.33"
"ROU","","ALL","1975","30.25"
"ROU","","ALL","1976","30"
"ROU","","ALL","1977","29.65"
"ROU","","ALL","1978","29.95"
"ROU","","ALL","1980","29.25"
"ROU","","ALL","1981","29.7"
"ROU","","ALL","1982","29.82"
"ROU","","ALL","1983","29.38"
"ROU","","ALL","1984","29.52"
"ROU","","ALL","1985","29.23"
"ROU","","ALL","1986","29.5"
"ROU","","ALL","1987","29.25"
"ROU","","ALL","1988","29.35"
"ROU","","ALL","1989","29.74"
"ROU","","ALL","1990","29.78"
"ROU","","ALL","1991","29.63"
"ROU","","ALL","1992","29.18"
"ROU","","ALL","1993","29.13"
"ROU","","ALL","1994","29.09"
"ROU","","ALL","1995","28.97"
"ROU","","ALL","1996","28.53"
"ROU","","ALL","1997","28.81"
"ROU","","ALL","1998","29.26"
"ROU","","ALL","1999","29.58"
"ROU","","ALL","2000","30.11"
"ROU","","ALL","2001","30.02"
"ROU","","ALL","2002","29.62"
"ROU","","ALL","2003","29.8"
"ROU","","ALL","2004","30.27"
"ROU","","ALL","2005","30.35"
"ROU","","ALL","2006","30.69"
"ROU","","ALL","2007","31.09"
"ROU","","ALL","2008","31.19"
"ROU","","ALL","2009","31.2"
"ROU","","ALL","2010","31.35"
"ROU","","ALL","2011","31.92"
"ROU","","ALL","2012","31.99"
"ROU","","ALL","2013","32.37"
"ROU","","ALL","2014","32.34"
"ROU","","ALL","2015","32.29"
"ROU","","ALL","2016","32.43"
"ROU","","ALL","2017","32.42"
"ROU","","ALL","2018","32.38"
"ROU","","ALL","2019","32.64"
"RUS","","ALL","1980","28.68"
"RUS","","ALL","1981","28.88"
"RUS","","ALL","1982","29.13"
"RUS","","ALL","1983","28.84"
"RUS","","ALL","1984","28.41"
"RUS","","ALL","1985","28.67"
"RUS","","ALL","1986","29.66"
"RUS","","ALL","1987","29.56"
"RUS","","ALL","1988","29.5"
"RUS","","ALL","1989","29.54"
"RUS","","ALL","1990","29.2"
"RUS","","ALL","1991","29.18"
"RUS","","ALL","1992","28.54"
"RUS","","ALL","1993","26.6"
"RUS","","ALL","1994","25.58"
"RUS","","ALL","1995","26.25"
"RUS","","ALL","1996","27.04"
"RUS","","ALL","1997","27.6"
"RUS","","ALL","1998","27.91"
"RUS","","ALL","1999","27.09"
"RUS","","ALL","2000","26.66"
"RUS","","ALL","2001","26.46"
"RUS","","ALL","2002","26.09"
"RUS","","ALL","2003","25.91"
"RUS","","ALL","2004","26.34"
"RUS","","ALL","2005","26.41"
"RUS","","ALL","2006","27.36"
"RUS","","ALL","2007","28.04"
"RUS","","ALL","2008","28.16"
"RUS","","ALL","2009","28.65"
"RUS","","ALL","2010","28.87"
"RUS","","ALL","2011","29.69"
"RUS","","ALL","2012","30.1"
"RUS","","ALL","2013","30.5"
"RUS","","ALL","2015","30.73"
"RUS","","ALL","2019","31.89"
"","SEEHN","ALL","1985","29.78"
"","SEEHN","ALL","1986","30.03"
"","SEEHN","ALL","1987","29.95"
"","SEEHN","ALL","1988","30.03"
"","SEEHN","ALL","1989","30.25"
"","SEEHN","ALL","1990","30.34"
"","SEEHN","ALL","1991","30.22"
"","SEEHN","ALL","1992","30.08"
"","SEEHN","ALL","1993","30.12"
"","SEEHN","ALL","1994","30.07"
"","SEEHN","ALL","1995","29.95"
"","SEEHN","ALL","1996","29.9"
"","SEEHN","ALL","1997","30.07"
"","SEEHN","ALL","1998","30.29"
"","SEEHN","ALL","1999","30.57"
"","SEEHN","ALL","2000","30.69"
"","SEEHN","ALL","2001","31"
"","SEEHN","ALL","2002","30.78"
"","SEEHN","ALL","2003","30.85"
"","SEEHN","ALL","2004","31.21"
"","SEEHN","ALL","2005","31.22"
"","SEEHN","ALL","2006","31.59"
"","SEEHN","ALL","2007","31.92"
"","SEEHN","ALL","2008","32.13"
"","SEEHN","ALL","2009","32.35"
"","SEEHN","ALL","2010","32.47"
"","SEEHN","ALL","2011","32.87"
"","SEEHN","ALL","2012","32.99"
"","SEEHN","ALL","2013","33.39"
"","SEEHN","ALL","2014","33.39"
"","SEEHN","ALL","2015","33.3"
"","SEEHN","ALL","2016","33.53"
"","SEEHN","ALL","2017","33.6"
"","SEEHN","ALL","2018","33.74"
"","SEEHN","ALL","2019","33.87"
"","SMALL","ALL","1985","33.42"
"","SMALL","ALL","1986","33.81"
"","SMALL","ALL","1987","33.77"
"","SMALL","ALL","1988","34.35"
"","SMALL","ALL","1989","34.42"
"","SMALL","ALL","1990","34.66"
"","SMALL","ALL","1991","34.1"
"","SMALL","ALL","1992","34.1"
"","SMALL","ALL","1993","34.2"
"","SMALL","ALL","1994","34.34"
"","SMALL","ALL","1995","34.24"
"","SMALL","ALL","1996","34.56"
"","SMALL","ALL","1997","34.39"
"","SMALL","ALL","1998","34.37"
"","SMALL","ALL","1999","34.33"
"","SMALL","ALL","2000","34.42"
"","SMALL","ALL","2001","34.96"
"","SMALL","ALL","2002","34.78"
"","SMALL","ALL","2003","34.73"
"","SMALL","ALL","2004","35.24"
"","SMALL","ALL","2005","35.28"
"","SMALL","ALL","2006","35.49"
"","SMALL","ALL","2007","35.75"
"","SMALL","ALL","2008","36.27"
"","SMALL","ALL","2009","36.48"
"","SMALL","ALL","2010","36.96"
"","SMALL","ALL","2011","36.85"
"","SMALL","ALL","2012","37.05"
"","SMALL","ALL","2013","37.43"
"","SMALL","ALL","2014","37.64"
"","SMALL","ALL","2015","37.5"
"","SMALL","ALL","2016","37.96"
"","SMALL","ALL","2017","37.84"
"","SMALL","ALL","2019","38.36"
"SMR","","ALL","1995","37.5"
"SMR","","ALL","1996","38.7"
"SMR","","ALL","1997","38.29"
"SMR","","ALL","1998","38.23"
"SMR","","ALL","1999","38.17"
"SMR","","ALL","2000","39.01"
"SMR","","ALL","2005","39"
"SRB","","ALL","1998","29.56"
"SRB","","ALL","1999","29.47"
"SRB","","ALL","2000","29.36"
"SRB","","ALL","2001","29.96"
"SRB","","ALL","2002","29.78"
"SRB","","ALL","2003","29.78"
"SRB","","ALL","2004","29.96"
"SRB","","ALL","2005","30.04"
"SRB","","ALL","2006","30.56"
"SRB","","ALL","2007","30.75"
"SRB","","ALL","2008","30.98"
"SRB","","ALL","2009","31.07"
"SRB","","ALL","2010","31.26"
"SRB","","ALL","2011","31.47"
"SRB","","ALL","2012","31.71"
"SRB","","ALL","2013","32.05"
"SRB","","ALL","2014","32.11"
"SRB","","ALL","2015","32.03"
"SRB","","ALL","2016","32.4"
"SRB","","ALL","2017","32.26"
"SRB","","ALL","2018","32.55"
"SRB","","ALL","2019","32.61"
"SRB","","ALL","2020","31.1"
"SRB","","ALL","2021","29.54"
"SVK","","ALL","1986","29.14"
"SVK","","ALL","1987","30.53"
"SVK","","ALL","1988","30.25"
"SVK","","ALL","1989","29.28"
"SVK","","ALL","1990","29.24"
"SVK","","ALL","1991","29.23"
"SVK","","ALL","1992","30.19"
"SVK","","ALL","1993","30.44"
"SVK","","ALL","1994","30.26"
"SVK","","ALL","1995","30.16"
"SVK","","ALL","1996","30.53"
"SVK","","ALL","1997","30.51"
"SVK","","ALL","1998","30.44"
"SVK","","ALL","1999","30.7"
"SVK","","ALL","2000","30.83"
"SVK","","ALL","2001","30.91"
"SVK","","ALL","2002","31.16"
"SVK","","ALL","2003","31.17"
"SVK","","ALL","2004","31.47"
"SVK","","ALL","2005","31.35"
"SVK","","ALL","2006","31.6"
"SVK","","ALL","2007","31.73"
"SVK","","ALL","2008","32.08"
"SVK","","ALL","2009","32.36"
"SVK","","ALL","2010","32.51"
"SVK","","ALL","2012","33.16"
"SVK","","ALL","2013","33.43"
"SVK","","ALL","2014","33.83"
"SVK","","ALL","2016","34.11"
"SVK","","ALL","2017","34.02"
"SVK","","ALL","2018","34.16"
"SVK","","ALL","2019","34.62"
"SVN","","ALL","1985","30.34"
"SVN","","ALL","1986","30.71"
"SVN","","ALL","1987","30.51"
"SVN","","ALL","1988","31"
"SVN","","ALL","1989","31.34"
"SVN","","ALL","1990","31.58"
"SVN","","ALL","1991","31.37"
"SVN","","ALL","1992","31.51"
"SVN","","ALL","1993","31.29"
"SVN","","ALL","1994","31.84"
"SVN","","ALL","1995","32.24"
"SVN","","ALL","1996","32.47"
"SVN","","ALL","1997","32.52"
"SVN","","ALL","1998","32.62"
"SVN","","ALL","1999","32.83"
"SVN","","ALL","2000","33.28"
"SVN","","ALL","2001","33.44"
"SVN","","ALL","2002","33.61"
"SVN","","ALL","2003","33.39"
"SVN","","ALL","2004","34.13"
"SVN","","ALL","2005","34.35"
"SVN","","ALL","2006","34.98"
"SVN","","ALL","2007","35.19"
"SVN","","ALL","2008","35.71"
"SVN","","ALL","2009","35.83"
"SVN","","ALL","2010","36.27"
"SVN","","ALL","2011","36.55"
"SVN","","ALL","2012","36.48"
"SVN","","ALL","2013","36.85"
"SVN","","ALL","2014","37.4"
"SVN","","ALL","2015","37.12"
"SVN","","ALL","2016","37.5"
"SVN","","ALL","2017","37.32"
"SVN","","ALL","2018","37.52"
"SVN","","ALL","2019","37.94"
"SVN","","ALL","2020","36.67"
"SWE","","ALL","1969","31.97"
"SWE","","ALL","1970","32.56"
"SWE","","ALL","1971","32.48"
"SWE","","ALL","1972","32.51"
"SWE","","ALL","1973","32.53"
"SWE","","ALL","1974","32.61"
"SWE","","ALL","1975","32.59"
"SWE","","ALL","1976","32.52"
"SWE","","ALL","1977","32.92"
"SWE","","ALL","1978","32.97"
"SWE","","ALL","1979","32.97"
"SWE","","ALL","1980","33.06"
"SWE","","ALL","1981","33.21"
"SWE","","ALL","1982","33.54"
"SWE","","ALL","1983","33.75"
"SWE","","ALL","1984","33.99"
"SWE","","ALL","1985","33.81"
"SWE","","ALL","1986","34.06"
"SWE","","ALL","1987","34.23"
"SWE","","ALL","1988","34.11"
"SWE","","ALL","1989","34.77"
"SWE","","ALL","1990","34.63"
"SWE","","ALL","1991","34.79"
"SWE","","ALL","1992","35"
"SWE","","ALL","1993","34.98"
"SWE","","ALL","1994","35.6"
"SWE","","ALL","1995","35.55"
"SWE","","ALL","1996","35.69"
"SWE","","ALL","1997","35.89"
"SWE","","ALL","1998","35.99"
"SWE","","ALL","1999","36"
"SWE","","ALL","2000","36.25"
"SWE","","ALL","2001","36.35"
"SWE","","ALL","2002","36.37"
"SWE","","ALL","2003","36.64"
"SWE","","ALL","2004","36.94"
"SWE","","ALL","2005","37.01"
"SWE","","ALL","2006","37.26"
"SWE","","ALL","2007","37.36"
"SWE","","ALL","2008","37.53"
"SWE","","ALL","2009","37.78"
"SWE","","ALL","2010","37.87"
"SWE","","ALL","2011","38.08"
"SWE","","ALL","2012","38"
"SWE","","ALL","2013","38.25"
"SWE","","ALL","2014","38.53"
"SWE","","ALL","2015","38.36"
"SWE","","ALL","2016","38.62"
"SWE","","ALL","2017","38.7"
"SWE","","ALL","2018","38.81"
"TJK","","ALL","1981","32.55"
"TJK","","ALL","1982","32.5"
"TJK","","ALL","1985","32.49"
"TJK","","ALL","1986","32.88"
"TJK","","ALL","1987","32.43"
"TJK","","ALL","1988","31.75"
"TJK","","ALL","1989","31.94"
"TJK","","ALL","1990","32.04"
"TJK","","ALL","1991","32.06"
"TJK","","ALL","1992","31.21"
"TJK","","ALL","1993","28.13"
"TJK","","ALL","1994","29.19"
"TJK","","ALL","1995","30.05"
"TJK","","ALL","1996","30.09"
"TJK","","ALL","1997","30.99"
"TJK","","ALL","1998","30.92"
"TJK","","ALL","1999","30.98"
"TJK","","ALL","2000","31.32"
"TJK","","ALL","2001","31.07"
"TJK","","ALL","2002","30.78"
"TJK","","ALL","2003","30.98"
"TJK","","ALL","2004","31.53"
"TJK","","ALL","2005","31.86"
"TJK","","ALL","2017","31.84"
"TKM","","ALL","1981","28.96"
"TKM","","ALL","1982","29.41"
"TKM","","ALL","1985","28.9"
"TKM","","ALL","1986","29.02"
"TKM","","ALL","1987","29.23"
"TKM","","ALL","1988","28.88"
"TKM","","ALL","1989","28.73"
"TKM","","ALL","1990","29.1"
"TKM","","ALL","1991","28.06"
"TKM","","ALL","1992","28.46"
"TKM","","ALL","1993","27.04"
"TKM","","ALL","1994","26.63"
"TKM","","ALL","1995","27.64"
"TKM","","ALL","1996","27.19"
"TKM","","ALL","1997","27.78"
"TKM","","ALL","1998","28.16"
"TKM","","ALL","1999","28.55"
"TKM","","ALL","2000","28.24"
"TKM","","ALL","2001","29.47"
"TKM","","ALL","2002","28.77"
"TKM","","ALL","2003","28.72"
"TKM","","ALL","2004","29.17"
"TKM","","ALL","2005","28.46"
"TKM","","ALL","2006","29.25"
"TKM","","ALL","2007","29.42"
"TKM","","ALL","2008","29.75"
"TKM","","ALL","2009","31.1"
"TKM","","ALL","2010","31.1"
"TKM","","ALL","2011","30.36"
"TKM","","ALL","2012","30.62"
"TKM","","ALL","2013","30.38"
"TUR","","ALL","2009","34.05"
"TUR","","ALL","2010","34.55"
"TUR","","ALL","2011","34.71"
"TUR","","ALL","2012","36.61"
"TUR","","ALL","2013","35.91"
"TUR","","ALL","2014","35.63"
"TUR","","ALL","2015","35.63"
"TUR","","ALL","2016","35.47"
"TUR","","ALL","2017","35.69"
"TUR","","ALL","2018","35.95"
"TUR","","ALL","2019","36.08"
"UKR","","ALL","1981","29.61"
"UKR","","ALL","1982","29.68"
"UKR","","ALL","1985","29.27"
"UKR","","ALL","1986","30.31"
"UKR","","ALL","1987","30.03"
"UKR","","ALL","1988","29.98"
"UKR","","ALL","1989","30.03"
"UKR","","ALL","1990","29.63"
"UKR","","ALL","1991","29.06"
"UKR","","ALL","1992","28.68"
"UKR","","ALL","1993","28.04"
"UKR","","ALL","1994","27.65"
"UKR","","ALL","1995","27.08"
"UKR","","ALL","1996","27.25"
"UKR","","ALL","1997","27.58"
"UKR","","ALL","1998","28.19"
"UKR","","ALL","1999","27.91"
"UKR","","ALL","2000","27.65"
"UKR","","ALL","2001","27.84"
"UKR","","ALL","2002","27.6"
"UKR","","ALL","2003","27.5"
"UKR","","ALL","2004","27.48"
"UKR","","ALL","2005","27.22"
"UKR","","ALL","2006","27.74"
"UKR","","ALL","2007","27.79"
"UKR","","ALL","2008","28"
"UKR","","ALL","2009","28.96"
"UKR","","ALL","2010","29.31"
"UKR","","ALL","2011","29.93"
"UKR","","ALL","2012","30.05"
"UKR","","ALL","2014","30.21"
"UKR","","ALL","2015","30.93"
"UKR","","ALL","2017","31.53"
"UKR","","ALL","2018","31.29"
"UKR","","ALL","2019","31.49"
"UZB","","ALL","1981","31.57"
"UZB","","ALL","1982","31.22"
"UZB","","ALL","1985","30.94"
"UZB","","ALL","1986","31.31"
"UZB","","ALL","1987","31.17"
"UZB","","ALL","1988","30.88"
"UZB","","ALL","1989","30.94"
"UZB","","ALL","1990","30.91"
"UZB","","ALL","1991","30.37"
"UZB","","ALL","1992","30.23"
"UZB","","ALL","1993","29.22"
"UZB","","ALL","1994","28.5"
"UZB","","ALL","1995","28.61"
"UZB","","ALL","1996","28.38"
"UZB","","ALL","1997","29.13"
"UZB","","ALL","1998","28.88"
"UZB","","ALL","1999","29.69"
"UZB","","ALL","2000","29.17"
"UZB","","ALL","2001","29.53"
"UZB","","ALL","2002","29.15"
"UZB","","ALL","2003","29.31"
"UZB","","ALL","2004","29.92"
"UZB","","ALL","2005","29.28"
"UZB","","ALL","2009","31.15"
"UZB","","ALL","2010","31.01"
"UZB","","ALL","2011","30.94"
"UZB","","ALL","2012","31.07"
"UZB","","ALL","2013","31.45"
"UZB","","ALL","2014","31.4"
"UZB","","ALL","2015","31.74"
"UZB","","ALL","2016","31.86"
"","WESTERN_BALKANS","ALL","1987","30.58"
"","WESTERN_BALKANS","ALL","1988","30.66"
"","WESTERN_BALKANS","ALL","1989","30.57"
"","WESTERN_BALKANS","ALL","1990","30.82"
"","WESTERN_BALKANS","ALL","1991","30.78"
"","WESTERN_BALKANS","ALL","1992","30.81"
"","WESTERN_BALKANS","ALL","1993","30.99"
"","WESTERN_BALKANS","ALL","1994","31.2"
"","WESTERN_BALKANS","ALL","1995","31.05"
"","WESTERN_BALKANS","ALL","1996","31.01"
"","WESTERN_BALKANS","ALL","1997","31.17"
"","WESTERN_BALKANS","ALL","1998","31.03"
"","WESTERN_BALKANS","ALL","1999","31.16"
"","WESTERN_BALKANS","ALL","2000","30.82"
"","WESTERN_BALKANS","ALL","2001","31.53"
"","WESTERN_BALKANS","ALL","2002","31.26"
"","WESTERN_BALKANS","ALL","2003","31.15"
"","WESTERN_BALKANS","ALL","2004","31.36"
"","WESTERN_BALKANS","ALL","2005","31.52"
"","WESTERN_BALKANS","ALL","2006","31.89"
"","WESTERN_BALKANS","ALL","2007","32.3"
"","WESTERN_BALKANS","ALL","2008","32.36"
"","WESTERN_BALKANS","ALL","2009","32.56"
"","WESTERN_BALKANS","ALL","2011","32.85"
"","WESTERN_BALKANS","ALL","2016","33.33"
"","WESTERN_BALKANS","ALL","2017","33.31"
"","WESTERN_BALKANS","ALL","2019","33.56"
"","WHO_EURO","ALL","1981","31.24"
"","WHO_EURO","ALL","1982","31.36"
"","WHO_EURO","ALL","1985","31.24"
"","WHO_EURO","ALL","1986","31.63"
"","WHO_EURO","ALL","1987","31.75"
"","WHO_EURO","ALL","1988","31.77"
"","WHO_EURO","ALL","1989","31.86"
"","WHO_EURO","ALL","1990","31.84"
"","WHO_EURO","ALL","1991","31.82"
"","WHO_EURO","ALL","1992","31.81"
"","WHO_EURO","ALL","1993","31.34"
"","WHO_EURO","ALL","1994","31.3"
"","WHO_EURO","ALL","1995","31.41"
"","WHO_EURO","ALL","1996","31.66"
"","WHO_EURO","ALL","1997","31.96"
"","WHO_EURO","ALL","1998","32.1"
"","WHO_EURO","ALL","1999","32.07"
"","WHO_EURO","ALL","2000","32.18"
"","WHO_EURO","ALL","2001","32.36"
"","WHO_EURO","ALL","2002","32.29"
"","WHO_EURO","ALL","2003","32.23"
"","WHO_EURO","ALL","2004","32.69"
"","WHO_EURO","ALL","2005","32.72"
"","WHO_EURO","ALL","2006","33.22"
"","WHO_EURO","ALL","2007","33.48"
"","WHO_EURO","ALL","2008","33.65"
"","WHO_EURO","ALL","2009","33.96"
"","WHO_EURO","ALL","2010","34.19"
"","WHO_EURO","ALL","2011","34.53"
"","WHO_EURO","ALL","2012","34.77"
"","WHO_EURO","ALL","2013","34.95"
"","WHO_EURO","ALL","2014","35.17"
"","WHO_EURO","ALL","2015","35.06"
"","WHO_EURO","ALL","2016","35.32"
"","WHO_EURO","ALL","2017","35.38"
"","WHO_EURO","ALL","2018","35.48"
"","WHO_EURO","ALL","2019","35.71"

"Last update","2023.10.04 16:16:05 GMT"
"Description","Life expectancy at age 45 (years), by sex"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_52?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2024. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
